stars,adverbs,sentiment
5.0,3,0.9853
5.0,1,0.9251
5.0,13,0.9875
5.0,8,0.9851
5.0,1,0.921
3.0,10,0.9565
4.0,1,0.887
3.0,6,0.9358
3.0,16,0.9894
5.0,12,0.9837
5.0,2,0.9477
5.0,3,0.9135
5.0,2,0.8805
5.0,4,0.977
4.0,0,0.9286
5.0,12,0.9759
1.0,4,-0.7356
4.0,3,0.4767
5.0,2,0.7994
5.0,5,0.7933
5.0,5,0.9858
5.0,3,0.9709
1.0,2,0.4404
5.0,3,0.9934
5.0,28,0.9862
5.0,5,0.9501
5.0,6,0.9722
5.0,12,0.996
5.0,5,0.9711
5.0,1,0.8729
1.0,9,0.878
5.0,2,0.8832
2.0,5,0.4995
5.0,0,0.9522
5.0,7,0.9639
3.0,5,0.1655
4.0,6,0.9336
4.0,2,0.946
5.0,5,0.952
1.0,9,0.7477
5.0,1,0.8481
3.0,27,0.9635
1.0,11,0.1486
3.0,26,0.9768
5.0,0,0.92
1.0,13,-0.9269
5.0,3,0.8932
1.0,13,-0.7946
3.0,1,0.5709
5.0,4,0.8658
5.0,1,0.3375
5.0,2,0.9258
5.0,7,0.6467
5.0,10,0.9744
4.0,9,0.9216
4.0,8,0.9881
5.0,0,0.9682
5.0,37,0.997
4.0,11,0.9866
5.0,0,0.9657
5.0,5,0.9839
4.0,4,0.9846
5.0,7,0.9244
5.0,1,0.8945
4.0,4,0.7603
4.0,3,0.9577
2.0,9,-0.8905
5.0,9,0.9866
1.0,13,-0.9817
2.0,14,-0.3296
4.0,6,0.1759
5.0,7,0.9891
5.0,11,0.9686
5.0,4,0.9661
4.0,1,0.8442
5.0,8,0.6492
5.0,4,0.9637
5.0,16,0.9923
1.0,1,-0.4588
5.0,17,0.9967
5.0,14,0.9918
2.0,12,0.8821
2.0,13,0.879
1.0,10,-0.9775
1.0,7,-0.797
2.0,11,0.685
5.0,8,0.9386
1.0,2,0.1513
3.0,9,0.9694
5.0,11,0.9882
1.0,11,0.9723
5.0,16,0.9901
5.0,4,0.9612
4.0,17,0.9824
5.0,8,0.9728
4.0,5,0.9441
5.0,6,0.9614
5.0,3,0.9457
1.0,5,0.9061
5.0,11,0.9925
5.0,2,0.7783
5.0,3,0.9516
5.0,5,0.8643
5.0,1,0.8632
5.0,3,0.7713
5.0,5,0.8841
1.0,6,0.2561
2.0,24,-0.9454
5.0,1,0.8257
2.0,14,-0.9401
3.0,18,0.9481
2.0,2,-0.4416
5.0,1,0.9755
1.0,4,0.8582
3.0,4,0.8573
5.0,1,0.9451
5.0,9,0.9828
5.0,8,0.9742
4.0,3,0.9577
1.0,6,-0.8437
1.0,5,-0.5647
1.0,11,0.9664
5.0,1,0.9709
5.0,5,0.9831
1.0,6,0.8088
5.0,5,0.9802
3.0,2,0.6399
5.0,3,0.9458
1.0,6,0.5529
4.0,2,-0.571
5.0,12,0.9661
1.0,1,-0.3612
2.0,24,0.8634
1.0,7,-0.6094
5.0,13,0.9944
5.0,0,0.877
5.0,2,0.992
5.0,3,0.9615
1.0,3,0.5256
5.0,5,0.9856
2.0,14,0.9155
5.0,9,0.9497
5.0,2,0.9426
5.0,3,0.9381
1.0,12,-0.8572
4.0,3,0.9611
1.0,3,0.2714
5.0,2,0.7902
5.0,5,0.9788
5.0,4,0.9398
5.0,2,0.963
5.0,9,0.9856
5.0,0,0.8999
5.0,2,0.6369
3.0,2,0.6369
5.0,8,0.941
1.0,13,-0.9506
5.0,12,0.9874
5.0,4,0.9498
5.0,1,0.815
4.0,2,0.7939
5.0,18,0.9862
1.0,13,-0.7407
5.0,9,0.9735
5.0,6,0.7335
2.0,8,-0.2016
5.0,2,0.9384
3.0,26,0.9869
5.0,5,0.945
3.0,1,0.435
5.0,10,0.9898
5.0,3,0.8377
4.0,4,0.823
5.0,5,0.9697
2.0,2,-0.0274
1.0,1,0.2732
5.0,6,0.9799
5.0,0,0.9246
3.0,6,0.7391
1.0,25,-0.8669
5.0,6,0.9862
5.0,3,0.937
5.0,10,0.9843
5.0,2,0.9754
5.0,2,0.911
5.0,3,0.8465
1.0,20,0.9123
1.0,8,-0.9054
2.0,10,0.915
5.0,2,0.9118
2.0,4,0.836
5.0,2,0.9626
5.0,3,0.8225
1.0,4,-0.3319
5.0,4,0.9571
1.0,9,-0.7003
1.0,2,0.0
5.0,1,0.9543
1.0,13,0.8203
5.0,1,0.8615
5.0,2,0.9006
1.0,6,0.0453
5.0,6,0.9799
5.0,5,0.9062
5.0,9,0.9335
5.0,7,0.9467
4.0,3,0.8141
1.0,10,-0.9329
3.0,10,0.9799
5.0,1,0.9246
1.0,18,0.4598
5.0,9,0.9485
4.0,11,0.9884
1.0,11,0.797
5.0,3,0.765
5.0,37,0.9961
4.0,3,0.9793
1.0,11,0.8411
5.0,4,0.9235
5.0,6,0.5324
5.0,9,0.9171
2.0,8,0.9749
1.0,2,-0.8836
3.0,6,0.9705
5.0,11,0.9935
5.0,4,0.9341
5.0,3,0.902
5.0,2,0.9594
5.0,3,0.2896
5.0,2,0.9325
1.0,23,-0.9463
3.0,8,0.9354
2.0,3,-0.879
5.0,2,0.9401
4.0,5,0.7976
5.0,4,0.9861
5.0,3,0.9718
3.0,4,0.8148
1.0,4,-0.4585
5.0,7,0.9944
2.0,8,-0.5869
3.0,1,-0.8097
4.0,2,0.885
1.0,4,-0.8924
5.0,20,0.9956
1.0,18,-0.7967
3.0,6,0.9248
2.0,7,0.8796
5.0,4,0.982
1.0,9,-0.401
5.0,3,0.8478
4.0,16,0.8128
1.0,11,-0.0414
5.0,1,0.9062
5.0,12,0.9866
5.0,1,0.765
1.0,15,0.484
3.0,1,0.6808
3.0,7,0.6437
3.0,3,0.8717
5.0,7,0.9405
5.0,6,0.9756
5.0,3,0.9392
5.0,9,0.7413
5.0,4,0.9851
1.0,5,0.4951
5.0,1,0.9844
5.0,6,0.9694
4.0,8,0.9274
5.0,3,0.9576
5.0,16,0.9951
4.0,19,0.9922
1.0,8,0.374
3.0,2,0.6486
1.0,7,-0.7351
5.0,20,0.9946
5.0,0,0.9169
5.0,9,0.9818
2.0,19,0.9799
3.0,6,0.3307
5.0,2,0.945
4.0,7,0.9631
1.0,13,-0.3524
2.0,6,-0.1429
2.0,2,0.1531
5.0,3,0.9184
5.0,2,0.9728
3.0,8,-0.2833
5.0,8,0.9825
4.0,17,0.9123
4.0,7,0.9778
1.0,9,0.4299
3.0,1,0.5501
1.0,4,0.474
5.0,2,0.9229
5.0,15,0.9913
5.0,5,0.9614
4.0,14,0.9069
1.0,5,0.6597
5.0,3,0.9209
5.0,4,0.9634
5.0,18,0.8831
4.0,6,0.8512
1.0,1,-0.7088
5.0,6,0.7254
1.0,2,0.25
5.0,2,0.8323
3.0,2,-0.6509
1.0,4,0.4412
4.0,3,0.7377
3.0,9,0.9471
4.0,3,0.8891
4.0,9,0.9931
1.0,11,-0.9322
2.0,3,0.7713
3.0,44,-0.6553
1.0,3,-0.8181
5.0,3,0.8981
1.0,5,0.7126
1.0,5,-0.8805
5.0,4,0.9864
5.0,16,0.9528
5.0,2,0.7419
5.0,2,0.9528
1.0,4,0.6192
1.0,4,-0.4534
4.0,1,0.9325
1.0,8,-0.7758
5.0,1,0.9732
1.0,7,-0.7294
4.0,6,-0.5106
5.0,3,0.9513
5.0,2,0.8825
5.0,4,0.899
1.0,2,0.5362
5.0,7,0.8214
5.0,5,0.9423
5.0,9,0.9586
5.0,4,0.956
4.0,3,0.7955
5.0,1,0.8221
5.0,4,0.6486
5.0,4,0.9522
1.0,11,-0.9216
5.0,4,0.9592
4.0,19,0.9666
5.0,13,0.9961
5.0,4,0.9243
5.0,6,0.9957
3.0,14,0.8937
2.0,20,0.9801
5.0,4,0.9811
5.0,6,0.9859
5.0,8,0.9233
5.0,19,0.9901
2.0,5,-0.9382
1.0,9,0.5923
1.0,7,0.8361
5.0,3,0.9685
5.0,4,0.9804
5.0,0,0.4926
5.0,3,0.9095
2.0,11,0.9229
3.0,21,0.9932
4.0,18,0.9955
5.0,1,0.6369
4.0,3,0.7959
1.0,2,0.1779
5.0,7,0.9766
5.0,8,0.8711
5.0,4,0.9077
5.0,12,0.993
1.0,12,0.4651
5.0,0,0.9532
5.0,5,0.9474
2.0,3,-0.1419
5.0,1,0.9054
1.0,4,-0.6841
2.0,9,0.827
2.0,4,0.0649
2.0,7,0.3102
5.0,6,0.9455
5.0,11,0.9917
5.0,2,0.8313
5.0,4,0.8072
5.0,5,0.9287
3.0,2,0.9411
1.0,8,-0.2523
3.0,1,-0.0516
5.0,4,0.8074
5.0,1,0.7906
5.0,11,0.9885
5.0,3,0.9393
1.0,11,-0.9843
4.0,7,0.9925
5.0,1,0.9145
1.0,14,0.0776
5.0,5,0.9775
3.0,14,0.7118
5.0,3,0.8951
5.0,12,0.8167
5.0,6,0.9328
1.0,13,-0.9325
5.0,6,0.9961
5.0,2,0.9457
4.0,2,0.8155
5.0,1,0.9004
2.0,4,0.6737
4.0,10,0.5436
5.0,2,0.93
3.0,2,0.9712
2.0,0,-0.5423
5.0,0,0.5859
4.0,1,0.9678
5.0,26,0.9943
1.0,9,-0.9502
5.0,11,0.9849
5.0,10,0.9881
5.0,4,0.9212
2.0,13,0.9888
5.0,11,0.978
5.0,4,0.8486
2.0,3,0.4429
5.0,1,0.957
5.0,6,0.981
5.0,9,0.9793
3.0,13,0.8225
1.0,10,-0.9385
5.0,5,0.9814
1.0,28,-0.7625
4.0,7,0.9712
5.0,0,0.0
5.0,1,0.8016
1.0,0,-0.875
5.0,6,0.8954
1.0,15,0.6618
5.0,1,0.9368
4.0,7,0.9365
5.0,4,0.7783
5.0,7,0.9594
4.0,0,0.6705
3.0,5,0.8129
2.0,6,0.1994
5.0,18,0.9927
5.0,7,0.9712
4.0,2,0.9664
5.0,5,0.9844
5.0,2,-0.3919
5.0,7,0.9836
5.0,11,0.9893
3.0,12,0.9617
5.0,5,0.9771
5.0,0,0.9669
3.0,5,0.8471
2.0,22,-0.9292
5.0,10,0.9855
5.0,2,0.6467
3.0,19,-0.9297
2.0,1,0.8585
5.0,15,0.9929
4.0,20,0.9955
1.0,10,0.453
5.0,0,0.9796
1.0,1,-0.0772
2.0,6,-0.1027
3.0,8,-0.0531
5.0,5,0.8449
5.0,2,0.9727
4.0,15,0.9922
4.0,1,0.3182
3.0,2,-0.8201
3.0,0,-0.6114
5.0,7,0.9819
5.0,12,0.9869
5.0,0,0.8856
4.0,20,0.9891
1.0,4,-0.5106
5.0,6,0.8488
4.0,11,0.9709
3.0,13,0.9537
5.0,0,0.9168
1.0,4,-0.6167
5.0,7,0.9468
1.0,7,0.5719
3.0,12,0.9868
5.0,7,0.8436
4.0,9,0.5165
5.0,5,0.9885
4.0,11,0.9853
5.0,3,0.9196
1.0,6,-0.7809
5.0,2,0.9369
5.0,2,0.0
5.0,7,0.969
2.0,3,0.0
4.0,12,0.9702
1.0,13,-0.6787
1.0,1,-0.7733
4.0,7,0.6839
1.0,5,-0.72
1.0,6,0.7376
5.0,2,0.944
5.0,2,0.9522
5.0,1,0.8126
5.0,8,0.9763
2.0,0,0.5574
5.0,1,0.8058
4.0,9,0.9564
5.0,0,0.9136
3.0,31,0.997
5.0,7,0.945
4.0,3,0.9169
5.0,6,0.9387
4.0,9,0.8891
5.0,0,0.5995
2.0,24,0.6537
5.0,1,0.9616
5.0,11,0.9399
4.0,4,0.9806
1.0,10,0.5141
1.0,12,-0.34
1.0,11,-0.6532
5.0,1,0.8824
3.0,1,0.7269
5.0,1,-0.3291
5.0,4,0.9702
1.0,8,-0.8357
5.0,2,0.9706
5.0,29,0.9985
5.0,11,0.9726
1.0,12,-0.6309
5.0,0,0.8402
4.0,4,0.9268
3.0,1,0.4215
5.0,3,0.9763
5.0,12,0.9916
5.0,2,0.8439
1.0,25,0.9871
5.0,4,0.7845
1.0,21,0.9539
5.0,15,0.9814
5.0,28,0.9935
5.0,6,0.9951
1.0,4,-0.3869
5.0,1,0.9153
5.0,3,0.98
5.0,2,0.8575
5.0,9,0.9926
5.0,7,0.975
5.0,4,0.9826
5.0,3,0.9842
5.0,0,0.8481
5.0,0,0.8172
5.0,3,0.9467
1.0,5,-0.8126
5.0,8,0.9553
1.0,23,0.9866
5.0,1,0.7574
5.0,1,0.9851
2.0,14,0.9375
5.0,3,0.902
5.0,1,0.9224
5.0,3,0.7736
5.0,3,-0.1053
5.0,3,0.8575
1.0,10,-0.6478
5.0,4,0.9431
5.0,1,0.9443
5.0,7,0.9733
1.0,5,0.5756
1.0,3,-0.5867
5.0,3,0.9521
5.0,12,0.99
5.0,4,0.9349
5.0,3,0.9316
5.0,5,0.9594
3.0,22,0.9866
5.0,0,0.9564
1.0,4,0.8879
5.0,25,0.9594
1.0,5,-0.8268
5.0,8,0.9646
5.0,3,0.9783
5.0,2,0.9499
5.0,3,0.9796
1.0,1,-0.4754
5.0,7,0.9893
1.0,2,-0.6597
5.0,2,0.8953
1.0,11,0.961
4.0,23,0.996
5.0,2,0.9382
5.0,7,0.9231
5.0,4,0.9245
2.0,3,0.9601
3.0,25,0.9765
1.0,0,-0.34
1.0,5,-0.6206
2.0,21,0.9433
5.0,0,0.8519
1.0,27,-0.8517
2.0,13,0.9227
1.0,6,0.0754
5.0,0,0.2481
5.0,6,0.877
1.0,8,-0.9001
3.0,3,-0.652
5.0,3,0.7717
5.0,7,0.962
4.0,3,0.8357
1.0,13,-0.8584
1.0,2,-0.1877
4.0,1,0.8225
3.0,2,0.1901
5.0,3,0.9756
5.0,5,0.4588
1.0,5,0.4767
5.0,5,0.9186
2.0,9,-0.7389
2.0,11,0.3087
2.0,8,0.8016
5.0,3,0.9815
4.0,8,0.9565
2.0,2,-0.2222
5.0,3,0.9643
1.0,4,0.8055
4.0,2,0.874
5.0,10,0.9523
5.0,10,0.9916
3.0,4,-0.6422
5.0,24,0.9981
4.0,30,0.9874
5.0,4,0.9571
1.0,1,-0.6597
5.0,8,0.9933
5.0,2,0.9393
3.0,17,0.9614
5.0,2,0.9537
5.0,2,0.9611
3.0,4,0.8519
2.0,5,-0.7789
2.0,10,0.5176
5.0,5,0.9733
5.0,2,0.8854
2.0,3,0.8647
5.0,5,0.8176
4.0,8,0.9902
3.0,10,0.9815
5.0,5,0.946
5.0,2,0.6597
5.0,3,0.9613
1.0,3,-0.1027
4.0,4,0.8746
4.0,4,0.9758
5.0,2,0.9136
5.0,1,0.9531
3.0,23,0.9717
5.0,1,0.8436
1.0,3,-0.4767
4.0,52,0.9992
3.0,6,0.6249
5.0,5,0.9688
5.0,1,0.5124
5.0,7,0.9315
5.0,7,0.9578
1.0,3,-0.2805
5.0,2,0.7096
5.0,4,0.9563
5.0,4,0.8436
4.0,8,-0.0772
5.0,2,0.8832
5.0,2,0.9785
5.0,6,0.9867
5.0,4,0.9858
2.0,6,-0.9359
5.0,1,0.717
5.0,1,0.9709
2.0,10,-0.5074
1.0,10,-0.4168
4.0,7,0.9341
1.0,9,0.7173
2.0,13,-0.9514
5.0,5,0.9638
5.0,3,0.9369
2.0,17,0.9556
2.0,9,-0.4228
4.0,5,0.9577
5.0,3,0.9704
5.0,2,0.9755
4.0,9,0.5095
1.0,8,-0.5277
5.0,0,0.9657
5.0,7,0.9838
1.0,11,-0.7078
2.0,19,0.9828
5.0,3,0.9541
1.0,13,0.294
5.0,4,0.9771
5.0,2,0.7092
5.0,2,0.9393
5.0,9,0.9876
5.0,1,0.9199
5.0,2,0.9508
5.0,4,0.9563
5.0,8,0.8768
3.0,6,-0.9573
5.0,5,0.9418
5.0,2,0.9449
3.0,7,0.691
1.0,2,-0.3415
5.0,3,0.8974
5.0,5,0.9771
5.0,1,0.9451
1.0,9,-0.8553
1.0,5,-0.8777
5.0,12,0.9895
1.0,0,-0.4153
3.0,6,0.9022
3.0,13,-0.8299
4.0,1,0.7773
1.0,35,-0.929
3.0,33,0.991
5.0,2,0.9565
2.0,6,-0.4215
5.0,1,0.9505
5.0,10,0.9849
5.0,10,0.7905
5.0,3,0.9418
5.0,13,0.9932
1.0,22,-0.8345
2.0,7,-0.843
5.0,6,0.9543
4.0,5,0.8908
1.0,12,0.7198
2.0,6,0.0644
3.0,17,-0.8198
5.0,4,0.9552
1.0,3,-0.5696
5.0,8,0.9736
5.0,6,0.9902
2.0,7,-0.7668
4.0,2,0.9296
5.0,2,0.9199
2.0,7,0.9199
5.0,0,0.9637
2.0,6,0.9217
5.0,4,0.9565
5.0,6,0.9803
2.0,18,0.9827
4.0,3,0.7891
5.0,3,0.4521
4.0,4,0.8591
5.0,3,0.9609
4.0,10,0.9634
1.0,3,-0.7184
2.0,8,-0.8067
5.0,6,0.9917
2.0,3,0.0
3.0,7,0.2228
1.0,2,-0.4767
5.0,1,0.5629
5.0,16,0.9959
4.0,3,0.8402
1.0,48,-0.9905
5.0,5,0.9763
1.0,4,-0.4574
1.0,10,-0.8491
2.0,4,0.6939
1.0,8,0.8065
1.0,6,-0.937
2.0,3,-0.8927
5.0,11,0.995
4.0,4,0.9914
5.0,2,0.7579
5.0,10,0.803
3.0,0,-0.927
3.0,9,0.7146
5.0,6,0.8705
4.0,9,0.9688
4.0,3,0.9458
4.0,35,0.9679
5.0,8,0.9841
5.0,5,0.9559
5.0,3,0.9663
2.0,12,0.8159
1.0,11,0.7814
1.0,1,0.0
4.0,10,0.9699
2.0,12,0.6318
2.0,3,0.6513
1.0,3,0.9239
2.0,22,-0.8442
3.0,9,0.8598
1.0,0,-0.8412
5.0,0,0.9569
1.0,9,-0.7184
5.0,5,0.9259
5.0,4,0.8214
4.0,2,0.9577
5.0,1,0.8126
5.0,7,0.9637
5.0,0,0.9217
1.0,5,-0.9476
5.0,8,0.9843
5.0,4,0.9776
5.0,1,0.4912
5.0,3,0.8643
3.0,9,0.9647
5.0,1,0.9485
5.0,2,0.9042
5.0,2,0.8689
5.0,12,0.9709
3.0,1,0.4855
3.0,11,0.916
5.0,3,0.8883
5.0,6,0.9704
3.0,2,-0.3412
4.0,2,0.7774
5.0,2,0.8746
5.0,9,0.9812
5.0,3,0.9029
3.0,6,0.9599
3.0,6,0.705
3.0,8,0.9601
5.0,3,0.9643
3.0,9,0.9902
5.0,6,0.9544
5.0,3,0.9613
4.0,12,0.9245
4.0,4,0.6675
5.0,3,0.8403
5.0,5,0.9253
1.0,17,0.9842
5.0,3,0.915
1.0,13,-0.8328
5.0,8,0.9588
2.0,5,-0.4503
5.0,2,0.9284
3.0,0,0.5574
4.0,2,0.5244
3.0,12,0.9134
2.0,5,0.4404
5.0,3,0.9558
5.0,7,0.9747
5.0,2,0.9802
5.0,0,0.872
5.0,3,0.9558
5.0,6,0.8829
4.0,13,0.9375
5.0,2,0.943
2.0,8,-0.8541
2.0,9,-0.8194
1.0,4,0.7964
5.0,3,0.6808
5.0,2,0.816
2.0,2,-0.7269
3.0,12,-0.9249
1.0,16,-0.0561
5.0,0,0.8975
5.0,5,0.9803
1.0,6,-0.6817
5.0,6,0.9851
5.0,7,0.9433
5.0,7,0.8777
5.0,6,0.8999
4.0,5,0.8689
4.0,6,0.9438
4.0,11,0.9555
4.0,1,0.1628
1.0,4,0.6712
5.0,3,0.9715
4.0,6,0.8114
5.0,3,0.7269
5.0,0,0.9196
5.0,11,0.9818
5.0,4,0.9851
5.0,6,0.9908
5.0,5,0.9758
5.0,3,-0.1419
1.0,8,0.9162
2.0,14,0.973
3.0,9,0.8225
3.0,6,-0.1531
3.0,33,0.9571
3.0,9,0.2732
5.0,5,0.9257
1.0,2,-0.648
1.0,16,-0.9845
5.0,12,0.9895
1.0,7,-0.7749
5.0,1,0.946
2.0,3,-0.5588
5.0,4,0.9832
5.0,5,0.7805
2.0,9,-0.8331
5.0,3,0.8268
1.0,3,-0.2023
4.0,4,0.7057
2.0,3,0.7351
4.0,4,0.8779
5.0,9,0.9819
5.0,11,0.9945
3.0,1,0.8933
3.0,6,0.7016
1.0,8,0.855
5.0,1,0.9194
5.0,5,0.9498
5.0,4,0.9716
5.0,4,0.9795
1.0,14,-0.8996
1.0,11,-0.7345
5.0,6,0.9732
3.0,14,0.9744
5.0,13,0.847
5.0,4,0.9827
1.0,2,0.4847
5.0,0,0.784
2.0,15,0.9113
5.0,14,0.9933
1.0,9,0.4878
5.0,3,0.8165
5.0,1,0.9401
3.0,6,-0.5489
4.0,9,0.9942
3.0,4,-0.6961
5.0,2,0.8974
3.0,7,0.8871
3.0,2,0.722
2.0,8,0.4019
4.0,9,0.8107
3.0,10,0.7592
5.0,3,0.8975
2.0,3,0.9133
5.0,2,0.9584
5.0,4,0.8845
2.0,24,0.0025
5.0,10,0.98
3.0,5,0.802
5.0,1,0.9685
2.0,16,0.9077
1.0,5,0.9015
1.0,4,-0.6697
4.0,3,0.8979
1.0,11,0.2266
3.0,1,0.3415
5.0,2,-0.7267
3.0,4,-0.1018
1.0,9,0.4963
5.0,1,-0.6037
5.0,3,0.926
2.0,19,0.8195
2.0,3,-0.7424
5.0,0,0.636
5.0,0,0.902
4.0,4,0.6214
5.0,9,0.8759
2.0,14,-0.9402
1.0,2,-0.4588
1.0,14,0.8283
5.0,1,0.8168
1.0,14,0.8068
5.0,6,0.9792
5.0,4,0.9645
5.0,5,0.8898
1.0,6,0.4792
5.0,11,0.9824
4.0,9,0.4532
2.0,5,-0.3182
5.0,3,0.7777
5.0,2,0.7003
5.0,4,0.9361
3.0,12,0.8419
5.0,5,0.667
5.0,2,0.9513
3.0,2,0.9376
5.0,6,0.9899
4.0,1,0.6361
4.0,5,0.9499
5.0,4,0.9875
5.0,3,0.4754
3.0,5,-0.6242
4.0,11,0.9845
1.0,7,-0.8225
5.0,1,0.9342
5.0,0,0.865
4.0,0,-0.4003
5.0,0,0.9395
4.0,9,0.972
5.0,1,0.7531
5.0,7,0.9575
5.0,2,0.7463
5.0,4,0.9807
5.0,3,0.873
5.0,4,0.9971
5.0,7,0.9897
5.0,5,0.942
5.0,3,0.6372
5.0,1,0.9782
5.0,7,0.955
5.0,4,0.9273
5.0,9,0.9498
5.0,3,0.9688
5.0,0,0.8555
5.0,40,0.9989
5.0,2,0.8192
4.0,9,0.9577
3.0,6,0.533
3.0,3,0.9688
2.0,13,0.9811
5.0,5,0.9097
4.0,11,0.9841
5.0,7,0.9857
2.0,3,0.8381
5.0,1,0.54
3.0,17,0.984
1.0,5,-0.572
1.0,5,-0.4031
5.0,5,0.9768
3.0,6,0.9184
2.0,7,-0.7924
2.0,5,0.7096
1.0,6,-0.8949
2.0,6,0.2591
5.0,3,0.8679
5.0,0,0.0
5.0,4,0.8854
5.0,2,0.9536
3.0,3,0.5144
4.0,10,0.9485
5.0,4,0.9666
2.0,15,0.8824
5.0,3,0.9744
1.0,37,0.6077
5.0,3,0.8747
5.0,6,0.9278
5.0,1,0.9412
4.0,15,0.9827
4.0,10,0.9733
2.0,4,-0.7843
5.0,9,0.9909
4.0,4,0.9671
5.0,5,0.9243
1.0,12,-0.3898
5.0,0,-0.4782
5.0,4,0.916
5.0,4,0.8254
2.0,3,0.9604
5.0,1,0.9425
1.0,3,0.6792
2.0,11,0.9278
2.0,4,0.1109
5.0,2,0.8805
4.0,3,0.7964
5.0,2,0.94
5.0,4,0.9828
5.0,4,0.9714
3.0,3,0.8442
5.0,5,0.8775
1.0,9,0.737
5.0,6,0.98
3.0,4,0.6872
5.0,2,0.8798
5.0,3,0.7717
5.0,2,0.8168
5.0,3,0.9922
5.0,2,0.9556
4.0,3,0.8777
5.0,5,0.9896
2.0,27,0.8197
4.0,17,0.9957
4.0,3,0.6686
5.0,2,0.9668
2.0,7,-0.7845
5.0,13,0.9968
2.0,7,-0.433
5.0,4,0.9524
1.0,3,0.5616
5.0,8,0.967
4.0,9,0.9493
5.0,5,0.8381
5.0,8,0.9546
1.0,2,-0.824
2.0,5,0.5994
3.0,9,0.9144
5.0,6,0.9943
1.0,15,-0.9851
5.0,10,0.9482
5.0,7,0.901
5.0,7,0.933
5.0,3,0.9623
5.0,0,0.9712
5.0,3,0.9402
5.0,4,0.9422
5.0,5,0.94
5.0,4,0.8934
4.0,4,0.9741
2.0,9,0.932
5.0,1,0.9403
5.0,2,0.8519
4.0,7,0.9682
5.0,1,0.8547
2.0,3,-0.0772
3.0,11,0.8327
5.0,13,0.8848
5.0,3,0.9626
5.0,11,0.9521
4.0,3,0.8285
5.0,1,0.9394
5.0,2,0.9056
5.0,3,0.4927
5.0,4,0.9823
5.0,1,0.9595
5.0,4,0.6249
5.0,4,0.9778
5.0,9,0.9848
5.0,3,0.9505
3.0,38,0.9879
5.0,3,0.9523
5.0,2,0.9527
1.0,2,0.0
5.0,1,0.8271
1.0,20,-0.873
4.0,6,0.9895
2.0,21,-0.5703
5.0,2,0.9093
3.0,30,0.9895
5.0,11,0.9908
5.0,9,0.958
4.0,4,0.8479
1.0,12,-0.9497
4.0,6,0.4215
2.0,4,-0.9486
1.0,6,0.8788
2.0,7,-0.6486
5.0,8,0.9898
5.0,17,0.978
1.0,6,0.2617
5.0,1,0.8906
5.0,4,0.8977
5.0,8,0.9775
4.0,2,0.7269
2.0,6,-0.033
4.0,2,0.8356
5.0,6,0.9856
5.0,0,0.9201
2.0,6,-0.5718
5.0,7,0.8925
5.0,2,0.9094
1.0,6,-0.5162
4.0,8,0.9259
5.0,2,0.7568
5.0,7,0.9564
2.0,9,0.9192
5.0,0,0.8864
5.0,8,0.9652
5.0,4,0.9445
3.0,2,0.5346
5.0,2,0.6784
4.0,7,0.9259
4.0,8,-0.4412
4.0,8,0.9614
5.0,0,0.8481
1.0,4,-0.4178
1.0,5,-0.5867
4.0,7,0.7845
1.0,3,-0.6691
5.0,4,0.8679
5.0,3,0.9728
5.0,3,0.9488
2.0,7,0.9109
3.0,9,0.9633
5.0,3,0.8515
5.0,4,0.7415
5.0,12,0.9918
3.0,2,0.6908
5.0,6,0.9779
1.0,17,-0.6808
3.0,11,0.9154
1.0,10,-0.4895
5.0,2,0.9509
4.0,8,0.9717
5.0,2,0.8805
5.0,6,0.9828
2.0,9,-0.803
2.0,4,0.0516
1.0,6,-0.5359
1.0,12,0.8578
5.0,3,0.7906
5.0,2,0.9059
1.0,3,-0.5742
5.0,4,0.9828
5.0,3,0.8095
5.0,1,0.8588
5.0,3,0.9806
5.0,2,0.9042
5.0,4,0.7964
5.0,1,0.9389
3.0,3,0.9638
2.0,2,0.4929
4.0,12,0.9894
5.0,1,0.3612
1.0,11,-0.3291
1.0,3,-0.296
1.0,4,0.8701
5.0,3,0.9589
5.0,3,0.8874
3.0,2,0.6908
4.0,1,0.8353
5.0,2,0.9391
5.0,5,0.8688
5.0,6,0.9776
5.0,6,0.955
1.0,8,-0.6099
4.0,7,0.937
5.0,14,0.993
1.0,7,0.883
5.0,0,0.8481
4.0,1,0.9186
4.0,2,0.4215
5.0,2,0.9773
1.0,6,-0.6669
5.0,0,0.8779
5.0,3,0.9934
5.0,8,0.9682
5.0,2,0.8928
5.0,4,0.8879
5.0,11,0.9759
1.0,8,-0.6984
5.0,6,0.9762
5.0,3,0.9801
2.0,3,0.0
5.0,9,0.9622
1.0,24,0.9353
1.0,12,-0.3438
2.0,8,0.4757
5.0,1,0.939
5.0,11,0.906
5.0,5,0.9284
5.0,6,0.981
4.0,2,0.5178
1.0,5,-0.9429
5.0,10,0.9918
5.0,5,0.9624
5.0,1,0.8545
4.0,2,0.8264
5.0,5,0.9179
1.0,2,-0.7111
5.0,3,0.9773
5.0,4,0.9501
5.0,20,0.9959
4.0,9,0.9632
4.0,6,0.4724
5.0,7,0.9198
4.0,3,0.5379
1.0,4,-0.2869
5.0,21,0.9898
5.0,8,0.4995
5.0,2,0.9776
5.0,9,0.9786
5.0,1,0.9628
5.0,1,0.9808
5.0,5,0.8162
1.0,13,-0.9235
5.0,17,0.9943
