stars,adverbs,sentiment
1.0,2,0.1007
4.0,7,0.9329
3.0,2,0.5927
5.0,3,0.3365
3.0,2,-0.1531
4.0,8,0.9355
5.0,1,0.8741
1.0,14,-0.3321
1.0,5,-0.7717
3.0,3,0.8517
3.0,9,0.284
3.0,7,-0.6261
1.0,14,-0.2938
2.0,38,0.1878
5.0,7,0.9238
5.0,1,0.9795
2.0,13,-0.9722
3.0,2,0.6124
5.0,10,0.9637
3.0,5,0.4939
2.0,8,0.6591
5.0,8,0.8984
4.0,20,0.9988
4.0,6,0.7845
5.0,7,0.9136
1.0,4,-0.6549
5.0,4,0.9564
5.0,1,0.9372
5.0,5,0.9563
5.0,10,0.9851
5.0,5,0.9406
5.0,1,0.9188
1.0,8,-0.8411
1.0,0,0.8316
3.0,7,0.4497
4.0,5,0.8635
4.0,2,0.8689
5.0,3,0.9574
1.0,6,-0.7227
5.0,1,0.8176
2.0,4,0.7143
5.0,1,0.9113
5.0,9,0.8655
5.0,5,0.929
5.0,3,0.9214
2.0,2,-0.631
5.0,4,0.8699
5.0,17,0.9987
5.0,3,0.9588
1.0,1,-0.8555
4.0,4,0.9778
3.0,3,-0.1017
1.0,39,0.937
5.0,5,0.9745
5.0,9,0.7134
4.0,11,0.9947
3.0,14,0.9902
5.0,5,0.9781
5.0,3,0.9867
3.0,25,0.9925
2.0,11,-0.566
1.0,11,0.8948
2.0,8,-0.7269
5.0,3,0.9719
1.0,5,0.8517
5.0,7,0.9518
5.0,12,0.9939
1.0,0,-0.3182
3.0,2,-0.3484
4.0,8,0.9257
3.0,3,0.4753
5.0,1,0.1779
5.0,2,0.9747
1.0,2,-0.4234
3.0,3,0.9348
3.0,15,0.993
5.0,2,0.8881
5.0,3,0.9672
3.0,2,0.8807
5.0,13,0.9773
1.0,13,0.6659
4.0,2,0.1901
4.0,18,0.995
5.0,15,0.9972
2.0,9,0.1007
5.0,6,0.9616
5.0,3,0.7073
1.0,6,-0.6893
1.0,4,-0.5423
1.0,8,-0.8949
1.0,1,-0.4215
3.0,4,-0.7421
5.0,4,0.9749
5.0,14,0.9706
4.0,2,0.0258
5.0,3,0.9153
3.0,6,-0.121
5.0,0,0.9583
1.0,2,0.3134
5.0,4,0.9387
5.0,5,0.9712
2.0,3,0.0
5.0,3,0.2225
4.0,2,0.3326
5.0,4,0.9343
3.0,4,0.4199
5.0,3,0.9169
4.0,12,0.9851
1.0,5,0.5499
5.0,1,0.784
2.0,8,-0.2401
2.0,6,-0.3962
4.0,9,0.9016
3.0,8,0.8956
4.0,4,0.8252
5.0,4,0.955
4.0,11,0.9918
2.0,3,-0.6434
5.0,4,0.9745
5.0,1,0.9041
1.0,1,0.872
4.0,3,0.8622
1.0,1,-0.6377
4.0,2,0.872
5.0,1,0.9493
5.0,6,0.9298
4.0,2,0.7341
5.0,1,0.7425
4.0,5,0.9772
5.0,13,0.9706
1.0,5,-0.0516
4.0,15,0.9973
1.0,13,-0.8736
5.0,5,0.9928
4.0,6,0.9341
1.0,2,-0.6114
1.0,11,-0.8356
5.0,0,0.95
1.0,7,-0.8402
5.0,0,0.9733
4.0,2,-0.2732
2.0,20,-0.484
3.0,11,0.936
5.0,2,0.9313
5.0,8,0.984
5.0,6,0.9618
5.0,24,0.933
4.0,6,0.9805
4.0,3,0.0714
5.0,6,0.9807
3.0,12,0.5364
3.0,6,0.7105
2.0,1,-0.2661
5.0,1,0.95
3.0,8,-0.796
3.0,12,-0.8928
4.0,21,0.9434
2.0,11,-0.5319
4.0,4,-0.2498
5.0,3,0.6611
5.0,6,0.966
4.0,28,0.9612
5.0,16,0.9893
5.0,0,0.6428
4.0,19,0.9937
4.0,1,0.4588
3.0,3,0.8359
5.0,5,0.784
5.0,0,0.9438
5.0,2,0.8588
3.0,12,0.9457
5.0,12,0.9904
1.0,3,-0.4215
5.0,4,0.938
5.0,11,0.9791
3.0,3,0.3102
3.0,1,0.0
5.0,3,0.8807
5.0,1,0.9812
4.0,7,0.9422
1.0,18,-0.981
5.0,4,0.9552
4.0,9,0.9414
5.0,2,0.9698
5.0,21,0.997
1.0,3,-0.763
5.0,1,0.8793
4.0,2,0.9385
4.0,6,0.9571
4.0,4,0.9712
1.0,13,0.7719
1.0,6,-0.7857
5.0,3,0.9457
5.0,7,0.9646
5.0,1,0.6854
5.0,5,0.9663
4.0,5,0.8275
5.0,2,0.3169
5.0,3,0.9589
1.0,16,0.8604
5.0,3,0.9661
1.0,8,-0.9799
2.0,10,0.7223
5.0,6,0.9729
5.0,3,0.9612
5.0,3,0.8996
1.0,9,0.0516
5.0,9,0.9415
4.0,4,0.9081
3.0,10,0.7712
5.0,0,0.9716
5.0,2,0.8383
5.0,2,0.8818
1.0,21,-0.8109
5.0,0,0.872
2.0,5,0.6369
3.0,6,0.9546
5.0,1,0.8999
1.0,22,0.8568
5.0,18,0.9943
5.0,3,0.964
5.0,6,0.8964
5.0,2,0.9454
5.0,2,0.9494
5.0,9,0.9802
5.0,4,0.7959
1.0,8,0.53
5.0,11,0.9387
3.0,2,0.4295
4.0,19,0.9899
3.0,17,0.9932
1.0,19,-0.711
5.0,2,0.9505
2.0,18,0.9826
5.0,4,0.9797
2.0,19,0.9856
4.0,11,0.9498
5.0,0,0.9001
5.0,4,0.9481
3.0,11,0.3866
5.0,35,0.9986
2.0,7,0.897
5.0,10,0.9363
3.0,12,0.1692
5.0,3,0.7339
1.0,2,-0.4976
5.0,6,0.9761
3.0,9,0.8398
4.0,11,0.9741
4.0,1,0.8591
5.0,2,0.9548
1.0,3,0.0
3.0,21,0.9857
5.0,0,0.9621
5.0,6,0.8412
3.0,4,0.7096
1.0,6,-0.4887
1.0,16,0.9536
4.0,11,0.9938
1.0,3,-0.5733
2.0,10,0.9082
4.0,0,0.0
5.0,20,0.999
5.0,2,0.9544
3.0,12,-0.1245
1.0,6,0.6126
2.0,40,0.4553
5.0,7,0.9929
5.0,3,0.9702
5.0,3,0.5231
3.0,9,-0.409
1.0,0,-0.7906
5.0,5,0.4404
4.0,18,0.9821
1.0,1,-0.5256
4.0,0,0.4404
3.0,4,0.5859
3.0,4,0.9217
1.0,6,-0.8548
5.0,2,0.4588
3.0,13,-0.0516
1.0,5,0.7351
2.0,4,0.9698
1.0,4,0.5216
5.0,6,0.978
3.0,26,0.9935
5.0,1,0.9259
5.0,2,0.9678
4.0,7,0.9771
5.0,6,0.9346
5.0,10,0.9884
5.0,2,0.8555
1.0,1,-0.4767
5.0,0,0.68
5.0,1,0.9385
3.0,3,0.8785
5.0,2,0.9312
5.0,35,0.9979
5.0,3,0.9819
1.0,2,-0.824
1.0,47,0.9371
5.0,8,0.9082
2.0,3,0.9212
1.0,4,0.6692
4.0,3,0.8316
3.0,8,0.9815
5.0,0,0.9258
5.0,6,0.9481
1.0,6,-0.862
5.0,5,0.8637
4.0,7,0.9577
1.0,3,0.3818
5.0,9,0.7999
1.0,5,-0.9727
2.0,6,0.8194
4.0,2,0.6114
5.0,7,0.9682
5.0,3,0.9873
1.0,7,0.544
5.0,19,0.9727
1.0,26,-0.7778
1.0,19,0.9892
4.0,20,0.9934
5.0,2,0.9059
5.0,7,0.989
5.0,7,0.9571
4.0,2,0.9022
5.0,1,0.5927
1.0,9,-0.3779
4.0,18,0.9924
5.0,1,0.9633
3.0,11,0.8834
1.0,2,-0.6084
5.0,2,0.9136
2.0,2,0.6249
4.0,7,0.9694
2.0,12,-0.9634
5.0,6,0.9874
5.0,8,0.9848
1.0,6,-0.7644
5.0,11,0.9946
5.0,35,0.9991
5.0,3,0.8905
5.0,3,0.6214
5.0,11,0.9079
5.0,2,0.9497
2.0,7,0.2079
5.0,1,0.8519
1.0,5,-0.27
5.0,11,0.777
5.0,0,0.3612
5.0,6,0.9489
5.0,4,0.926
2.0,2,0.2516
5.0,1,0.8957
5.0,13,0.991
5.0,7,0.6815
3.0,9,-0.3295
5.0,4,0.9784
5.0,8,0.7778
1.0,3,-0.8268
4.0,5,0.945
5.0,4,0.571
1.0,7,-0.2125
1.0,8,-0.6369
3.0,17,0.9612
1.0,3,-0.7783
1.0,9,-0.9699
4.0,10,0.9471
5.0,10,0.9811
4.0,0,0.9183
5.0,3,0.9059
4.0,2,0.1511
1.0,5,-0.8439
2.0,12,0.6727
5.0,7,0.9791
5.0,3,0.9371
5.0,5,0.9001
5.0,7,0.8404
4.0,7,0.9382
5.0,3,0.9653
1.0,4,-0.5282
5.0,1,0.9638
5.0,18,0.9895
4.0,9,0.9544
3.0,3,0.8037
1.0,11,0.088
1.0,2,-0.4118
3.0,20,-0.3593
2.0,25,0.7038
4.0,6,0.9948
5.0,7,0.9714
5.0,0,0.9476
5.0,3,0.9153
3.0,11,0.1245
2.0,3,0.9503
5.0,3,0.9665
2.0,3,-0.788
5.0,9,0.9888
1.0,21,-0.962
5.0,10,0.7866
3.0,61,0.9891
3.0,14,0.8973
2.0,17,0.9939
5.0,3,0.9027
5.0,5,0.7684
5.0,5,0.9782
2.0,8,0.8786
3.0,15,0.9736
2.0,2,0.722
5.0,7,0.9704
5.0,1,0.8702
4.0,2,0.9357
2.0,12,0.6543
2.0,1,-0.0387
5.0,7,0.9787
5.0,2,0.9477
1.0,3,0.6318
5.0,8,0.9763
5.0,6,0.9912
2.0,6,-0.347
5.0,4,0.886
5.0,8,0.983
5.0,6,0.9538
5.0,14,-0.5902
5.0,5,0.9829
5.0,1,0.2263
5.0,5,0.84
1.0,12,-0.7349
4.0,7,0.886
4.0,1,0.3612
5.0,9,0.979
5.0,4,0.8725
5.0,7,0.9394
5.0,13,0.9666
2.0,5,-0.9064
5.0,7,0.9887
5.0,26,0.998
3.0,7,0.5848
5.0,20,0.9942
1.0,22,-0.9409
4.0,19,0.9706
5.0,3,0.9213
5.0,1,0.9656
5.0,3,0.9036
4.0,10,0.9365
5.0,7,0.8627
1.0,10,-0.6391
5.0,0,0.9321
5.0,2,0.941
1.0,1,-0.6124
5.0,2,0.9466
4.0,33,0.9975
4.0,7,0.9829
5.0,3,0.9468
5.0,7,0.9675
5.0,14,0.9856
1.0,4,-0.9345
1.0,17,-0.9558
1.0,16,-0.6995
5.0,6,0.9508
5.0,4,0.9627
5.0,4,0.1007
2.0,14,0.8358
4.0,3,0.2263
5.0,3,0.9017
1.0,8,0.7783
1.0,3,-0.7489
5.0,0,0.8865
3.0,19,0.975
3.0,6,0.9636
2.0,19,0.9918
5.0,0,0.9213
5.0,3,0.94
5.0,4,0.9736
5.0,3,0.9558
5.0,4,0.9819
5.0,8,0.9893
4.0,12,0.9685
5.0,0,0.9501
2.0,7,-0.6659
4.0,4,0.9353
1.0,13,-0.2981
5.0,6,0.9583
5.0,9,0.9766
1.0,8,-0.9215
4.0,3,0.9486
2.0,10,0.9837
2.0,2,0.2732
5.0,1,0.923
1.0,5,-0.7579
1.0,1,-0.8957
1.0,2,-0.8074
1.0,3,0.5448
4.0,2,0.8316
5.0,0,0.915
5.0,4,0.7574
2.0,4,-0.7284
5.0,1,0.5719
5.0,5,0.7349
5.0,5,0.9547
5.0,7,0.9639
5.0,4,0.9815
2.0,15,-0.7138
3.0,3,-0.296
1.0,10,0.5574
2.0,11,0.6385
5.0,3,0.9564
4.0,3,0.9162
5.0,5,0.8715
1.0,13,-0.4186
1.0,2,-0.5413
1.0,6,0.8979
3.0,15,-0.6202
5.0,20,0.9981
4.0,18,0.9849
5.0,2,0.9823
4.0,2,0.8338
4.0,11,0.6928
2.0,13,0.9881
1.0,9,-0.9378
1.0,3,-0.9587
4.0,1,0.9098
5.0,1,0.8475
1.0,22,-0.9892
1.0,6,-0.9533
3.0,8,0.9025
4.0,5,0.751
5.0,0,0.942
5.0,2,0.9561
5.0,0,0.3818
5.0,0,0.9571
1.0,2,-0.8055
5.0,5,0.9959
2.0,6,0.336
5.0,7,0.9549
4.0,3,0.9709
5.0,19,0.9985
1.0,49,0.8966
4.0,15,0.9361
5.0,4,0.9731
4.0,8,0.9607
1.0,2,0.7609
4.0,19,0.9345
5.0,4,0.9143
3.0,3,0.2382
5.0,8,0.7707
5.0,2,0.9582
5.0,4,0.9386
4.0,4,0.0
2.0,6,0.7608
4.0,0,0.7964
5.0,3,0.8807
5.0,1,0.7712
3.0,9,-0.861
5.0,3,0.896
4.0,9,0.9205
5.0,7,0.7294
5.0,0,0.8503
1.0,36,0.5034
5.0,5,0.7911
2.0,10,0.7279
3.0,4,0.7264
5.0,6,0.9451
4.0,8,0.9616
1.0,3,0.451
5.0,2,0.911
1.0,5,-0.9836
4.0,3,0.63
5.0,2,0.9725
5.0,4,0.9771
5.0,3,0.9933
1.0,6,0.8448
1.0,10,-0.3612
5.0,4,0.923
5.0,4,0.5403
5.0,2,0.7345
5.0,3,0.9832
5.0,8,0.9553
5.0,3,0.9608
5.0,0,0.8172
4.0,18,0.9971
3.0,6,0.8968
4.0,14,0.994
5.0,1,0.9059
1.0,19,-0.8711
4.0,10,0.9932
2.0,15,0.8496
3.0,6,0.9215
5.0,16,0.907
1.0,23,0.7144
5.0,1,0.9137
3.0,3,-0.6661
5.0,7,0.9919
4.0,10,0.788
2.0,6,-0.887
5.0,8,0.9163
5.0,7,0.9897
1.0,1,0.6705
1.0,3,-0.3182
3.0,12,-0.0906
5.0,0,0.9098
4.0,3,0.9645
3.0,27,0.9977
3.0,8,0.9692
3.0,8,0.0405
4.0,2,0.9652
5.0,5,0.9311
4.0,25,0.995
5.0,2,0.967
5.0,7,0.93
1.0,6,-0.6187
2.0,9,-0.857
2.0,9,-0.4838
5.0,1,0.8589
4.0,0,-0.126
1.0,7,-0.881
1.0,7,-0.5068
1.0,7,-0.6265
3.0,20,0.775
4.0,5,0.5407
4.0,2,0.974
4.0,16,0.9845
5.0,13,0.9928
5.0,6,0.9829
4.0,0,0.6996
3.0,37,0.996
5.0,3,0.6982
5.0,6,0.9923
4.0,4,0.9014
1.0,3,-0.3089
5.0,5,0.9546
5.0,3,0.9433
5.0,10,0.8114
4.0,3,0.7469
1.0,18,0.9905
1.0,2,-0.4986
4.0,9,0.8965
5.0,4,0.8268
4.0,14,0.9571
1.0,12,0.5245
5.0,3,0.5499
1.0,17,-0.1646
5.0,0,0.9442
5.0,0,0.8779
5.0,2,0.9874
5.0,0,0.9448
1.0,6,-0.8825
5.0,7,0.8883
2.0,9,0.7572
5.0,3,0.855
5.0,2,0.9321
1.0,4,0.8228
3.0,13,0.8565
5.0,13,0.9898
5.0,3,0.8143
2.0,12,0.9059
5.0,0,0.8996
4.0,4,0.9269
2.0,9,0.9024
5.0,14,0.9893
5.0,9,0.9882
5.0,3,0.9287
5.0,3,0.81
5.0,3,0.9441
5.0,1,0.9059
5.0,0,0.8663
5.0,17,0.9963
5.0,1,0.9229
5.0,1,0.4767
1.0,2,-0.7269
1.0,24,-0.1093
5.0,3,0.9245
1.0,4,0.3949
5.0,2,0.9663
5.0,12,0.6808
5.0,6,0.8583
4.0,0,0.6682
3.0,10,0.9717
5.0,5,0.9442
5.0,1,0.9037
5.0,5,0.9557
1.0,1,-0.9313
5.0,2,0.8682
5.0,3,0.962
5.0,5,0.9246
5.0,10,0.9477
5.0,17,0.9941
5.0,2,0.8271
1.0,3,0.0703
5.0,2,0.7177
4.0,2,-0.5994
5.0,2,0.0
1.0,9,-0.6486
4.0,1,0.9081
5.0,3,-0.1065
5.0,2,0.9208
1.0,8,0.3818
4.0,36,0.9926
5.0,4,0.7688
1.0,2,-0.7003
5.0,2,0.9735
1.0,4,-0.4389
5.0,9,0.8736
2.0,14,0.6597
5.0,4,0.9688
5.0,4,0.8932
2.0,14,0.9178
1.0,9,-0.8913
1.0,4,0.3662
5.0,4,0.9815
4.0,18,0.9894
1.0,4,-0.8402
2.0,15,0.0477
4.0,7,0.4019
5.0,4,0.5267
5.0,1,0.8126
5.0,5,0.9631
5.0,5,0.9897
3.0,2,0.2732
4.0,6,0.9547
5.0,5,0.9347
2.0,12,0.8573
2.0,6,0.9373
2.0,2,-0.0603
5.0,8,0.9873
2.0,40,0.9141
1.0,9,0.8473
1.0,5,0.0054
5.0,5,0.9465
5.0,7,0.8915
4.0,2,0.7506
5.0,5,0.5259
5.0,5,0.8849
1.0,9,0.0377
5.0,11,0.9879
5.0,4,0.9453
5.0,1,0.8439
5.0,9,0.9915
3.0,10,0.9538
5.0,8,0.8967
5.0,1,0.8858
1.0,4,0.3527
1.0,31,0.5378
5.0,4,0.955
5.0,2,0.9716
5.0,1,0.9748
1.0,2,0.4588
5.0,0,0.6932
5.0,11,0.9709
1.0,5,-0.1531
5.0,20,0.9768
3.0,4,-0.0258
1.0,21,0.925
2.0,2,0.4497
5.0,1,0.947
5.0,4,0.9366
5.0,5,0.9272
5.0,8,0.99
2.0,6,0.9858
2.0,10,-0.1901
5.0,12,0.9925
3.0,15,0.8853
4.0,7,0.8718
5.0,6,0.9729
1.0,4,0.2263
5.0,2,0.9333
1.0,5,0.3151
5.0,4,0.9591
5.0,3,0.8777
5.0,2,0.6249
5.0,2,0.9132
5.0,1,0.7568
3.0,3,-0.428
5.0,9,0.9514
5.0,6,0.9613
4.0,23,0.9774
5.0,1,0.9413
2.0,6,-0.9381
5.0,1,0.632
5.0,3,0.9531
5.0,2,0.7603
5.0,1,0.9098
2.0,7,0.7964
1.0,3,-0.7359
5.0,3,0.9081
3.0,5,0.9464
2.0,19,0.9703
2.0,1,-0.2396
4.0,4,0.9738
5.0,1,0.991
5.0,9,0.9235
1.0,0,-0.09
5.0,6,0.9633
4.0,20,0.982
5.0,4,0.8622
5.0,9,0.9878
4.0,1,0.8999
5.0,2,0.9019
1.0,10,-0.4019
3.0,14,0.9751
5.0,3,0.9349
5.0,4,0.8486
5.0,6,0.9651
5.0,6,0.9897
1.0,2,-0.4023
5.0,6,0.9617
5.0,5,0.8479
5.0,1,0.7906
2.0,4,0.2997
5.0,13,0.9936
3.0,4,0.9465
1.0,14,-0.9408
5.0,4,0.9315
4.0,17,0.8067
5.0,2,0.9742
3.0,5,0.5574
1.0,4,0.8784
1.0,3,-0.8297
4.0,6,0.9001
5.0,1,0.9245
1.0,2,0.2382
5.0,7,0.9078
5.0,6,0.7821
1.0,3,-0.886
1.0,3,-0.8431
4.0,0,0.8795
5.0,0,0.9149
5.0,2,0.8829
3.0,4,0.9612
5.0,5,0.9631
1.0,11,0.2208
5.0,2,0.9686
2.0,8,-0.2661
5.0,2,0.9575
5.0,1,0.9381
5.0,2,0.9795
5.0,1,0.9594
5.0,8,0.9816
5.0,12,0.9985
5.0,10,0.9916
4.0,2,0.7003
5.0,15,0.9946
4.0,1,0.34
5.0,4,0.9123
5.0,3,0.9312
5.0,9,0.9918
5.0,1,0.9669
2.0,3,0.8402
1.0,5,0.8408
4.0,0,0.8715
2.0,12,-0.6845
5.0,3,0.98
1.0,35,-0.9461
1.0,10,0.9459
5.0,5,0.9545
1.0,2,-0.2144
1.0,6,-0.4753
5.0,4,0.9856
5.0,1,0.9451
5.0,17,0.9917
5.0,3,0.8438
5.0,18,0.9219
4.0,11,0.9357
5.0,17,0.9932
1.0,1,-0.5994
5.0,5,0.9735
5.0,5,0.9877
5.0,7,-0.578
5.0,3,0.6482
1.0,2,-0.5023
5.0,0,0.8011
5.0,1,0.9078
5.0,2,0.9133
4.0,5,0.9234
2.0,6,0.8126
5.0,1,0.6696
1.0,7,-0.0258
2.0,12,0.973
5.0,4,0.6305
5.0,13,0.9955
5.0,2,0.9494
5.0,5,0.9039
2.0,8,0.1709
3.0,9,0.9485
5.0,6,0.991
4.0,17,0.9929
4.0,2,0.796
5.0,2,0.8619
5.0,1,0.9535
1.0,16,0.6494
4.0,5,0.9705
5.0,7,0.975
5.0,0,0.9694
1.0,26,-0.9406
5.0,8,0.8948
3.0,17,0.9819
5.0,2,0.8741
5.0,8,0.8225
5.0,4,0.8838
5.0,5,0.9722
3.0,8,0.9663
5.0,1,0.8094
5.0,1,0.9501
5.0,9,0.9279
5.0,11,0.9868
5.0,2,0.8658
4.0,10,0.9708
5.0,1,0.8316
5.0,2,0.8322
3.0,7,0.8919
1.0,8,-0.8725
5.0,0,0.7777
5.0,8,0.9362
1.0,4,0.4215
5.0,5,0.9403
4.0,1,0.5399
5.0,12,0.9751
5.0,7,0.6494
1.0,11,-0.8073
1.0,18,-0.8592
5.0,3,0.8016
5.0,9,0.9903
1.0,3,0.2391
5.0,2,0.8658
5.0,13,0.9883
1.0,16,-0.7297
5.0,3,0.8342
5.0,7,0.9708
4.0,2,0.431
4.0,2,0.9654
1.0,6,-0.8828
5.0,5,0.9814
5.0,6,0.8635
1.0,6,-0.7438
1.0,2,-0.2462
5.0,14,0.9969
4.0,3,0.7783
1.0,8,0.631
5.0,6,0.9858
4.0,8,0.961
4.0,7,0.9541
5.0,7,0.9917
4.0,6,0.902
3.0,4,-0.1072
1.0,7,-0.9478
4.0,27,0.9776
5.0,5,0.9785
3.0,5,-0.2869
5.0,4,0.9728
4.0,13,0.933
5.0,6,0.7412
5.0,3,0.9678
5.0,15,0.9508
5.0,4,0.9764
5.0,5,0.9509
2.0,5,-0.371
4.0,13,0.9385
5.0,3,0.8592
2.0,5,0.7778
5.0,0,0.9379
4.0,6,0.7783
5.0,2,0.983
5.0,15,0.9673
5.0,13,0.9618
5.0,14,0.9864
5.0,1,0.9401
4.0,5,0.8959
5.0,1,0.9672
2.0,9,-0.765
4.0,10,0.9905
5.0,2,0.9117
5.0,2,0.9337
1.0,3,0.0
5.0,1,0.8953
5.0,6,0.984
5.0,7,0.9796
5.0,5,0.9855
5.0,1,0.9422
5.0,2,0.9118
4.0,4,0.5546
4.0,1,0.8918
5.0,3,0.9389
4.0,8,0.994
5.0,4,0.7412
2.0,1,0.273
3.0,7,-0.5423
5.0,7,0.9864
4.0,9,0.9866
4.0,7,0.9665
5.0,2,0.9216
5.0,0,0.6973
3.0,1,0.653
5.0,2,0.8779
1.0,20,0.1266
4.0,12,0.9914
4.0,2,0.9645
5.0,11,0.9646
5.0,1,0.9212
5.0,6,0.9879
5.0,2,0.9781
3.0,2,-0.438
5.0,3,0.8402
5.0,0,0.9501
1.0,15,-0.8747
5.0,2,0.9412
5.0,27,0.9957
5.0,3,0.9772
5.0,1,0.953
5.0,3,0.8797
5.0,11,0.9248
5.0,1,0.9052
1.0,12,-0.3405
5.0,0,0.9432
5.0,3,0.9833
4.0,1,0.8344
1.0,8,-0.1615
5.0,2,0.9195
4.0,2,0.9115
5.0,2,0.9381
1.0,1,-0.6449
5.0,3,0.9111
5.0,5,0.9581
5.0,6,0.9576
1.0,9,-0.934
5.0,3,0.9514
2.0,2,0.0
5.0,2,0.8462
2.0,1,-0.7783
5.0,8,0.9895
2.0,7,-0.8866
5.0,15,0.9946
5.0,2,0.9493
5.0,1,0.9789
5.0,9,0.9612
5.0,4,0.9133
5.0,4,0.9929
5.0,4,0.9766
2.0,7,-0.4024
5.0,2,0.9813
4.0,1,-0.8124
5.0,5,0.9641
5.0,0,0.9623
1.0,4,-0.8685
5.0,2,0.9337
3.0,3,0.8444
2.0,40,0.9735
1.0,2,-0.2023
4.0,8,0.9515
5.0,1,0.8168
2.0,7,-0.2372
5.0,3,0.8689
1.0,8,-0.6002
1.0,6,-0.6291
3.0,6,0.3919
5.0,2,0.8932
5.0,0,0.9346
5.0,7,0.8843
3.0,7,-0.6033
5.0,0,0.9442
5.0,2,0.7262
5.0,2,0.9493
5.0,1,0.9442
1.0,14,-0.6822
5.0,1,0.9184
4.0,8,0.986
5.0,2,0.6114
2.0,7,-0.5526
1.0,8,-0.8791
4.0,2,0.9427
1.0,6,0.1459
1.0,12,0.2177
5.0,8,0.9926
5.0,5,0.976
5.0,5,0.7793
4.0,6,0.5163
2.0,4,0.6124
3.0,12,0.8833
5.0,5,0.9164
1.0,10,0.3818
5.0,0,0.9642
4.0,3,0.8402
5.0,1,0.9595
4.0,9,0.9295
5.0,4,0.8906
3.0,1,0.9538
5.0,7,0.8247
5.0,1,0.9556
1.0,6,0.4078
1.0,7,-0.5775
4.0,4,0.4624
5.0,4,0.8689
5.0,6,0.9927
4.0,35,0.9789
5.0,12,0.9207
4.0,14,0.9758
2.0,7,-0.8465
2.0,8,0.5584
1.0,5,0.6769
5.0,5,0.9667
2.0,7,-0.1027
5.0,0,0.7505
5.0,5,0.9312
5.0,3,0.8985
4.0,1,0.9186
5.0,1,0.9609
4.0,13,-0.4667
5.0,15,0.981
5.0,13,0.9908
5.0,1,-0.3561
1.0,5,-0.8173
5.0,21,0.9888
5.0,4,0.9352
1.0,3,0.0
4.0,3,0.5719
4.0,4,0.6705
4.0,10,0.9894
1.0,12,-0.8607
4.0,3,0.896
5.0,0,0.3365
5.0,4,0.9823
5.0,0,0.9348
2.0,6,-0.1411
5.0,16,0.947
1.0,3,-0.8957
5.0,5,0.9245
3.0,10,0.9749
5.0,3,0.9346
2.0,11,-0.4798
1.0,2,-0.8172
5.0,3,0.6696
5.0,0,0.9312
1.0,3,0.25
5.0,15,0.9544
3.0,4,0.6932
3.0,9,0.6808
5.0,1,0.8158
2.0,8,0.1566
5.0,11,0.9835
5.0,3,0.9555
5.0,4,0.9884
1.0,2,-0.4767
3.0,5,0.5321
5.0,4,0.9615
5.0,0,0.9001
4.0,6,0.7003
5.0,3,0.9687
5.0,5,0.8718
5.0,1,0.5411
3.0,19,0.9859
1.0,2,-0.8043
2.0,15,-0.9444
5.0,0,0.8955
1.0,10,-0.743
5.0,10,0.988
4.0,4,0.8918
5.0,4,0.6948
4.0,3,0.935
4.0,2,0.6124
5.0,0,0.8777
5.0,1,0.9552
3.0,5,0.1143
5.0,1,0.8687
3.0,8,0.6582
5.0,10,0.9895
5.0,6,-0.5696
5.0,8,0.9268
5.0,5,0.9217
2.0,5,-0.1655
4.0,2,0.8535
4.0,1,0.9477
4.0,1,0.9001
5.0,2,0.9611
5.0,0,0.9618
1.0,15,-0.7396
5.0,5,0.9786
5.0,2,0.7959
5.0,6,0.9573
4.0,11,0.975
5.0,1,0.9601
3.0,15,0.8838
3.0,12,0.9402
5.0,9,0.9829
2.0,3,-0.8905
5.0,6,0.9686
5.0,3,0.3612
1.0,10,-0.904
5.0,0,0.9825
5.0,17,0.9944
2.0,10,0.9499
1.0,12,-0.7678
2.0,9,-0.1801
5.0,3,0.8396
5.0,0,0.9381
1.0,5,-0.7523
5.0,4,0.9197
5.0,6,0.9343
5.0,1,0.9287
5.0,7,0.9576
5.0,1,0.8899
1.0,6,0.6369
5.0,1,0.9387
4.0,3,0.2382
5.0,5,0.872
3.0,5,0.8327
3.0,4,-0.5859
5.0,1,0.9136
5.0,6,0.8777
5.0,2,0.9678
5.0,22,0.9774
1.0,9,0.7122
1.0,7,-0.7045
1.0,6,-0.9092
5.0,6,0.7096
5.0,2,0.9829
5.0,7,0.9969
1.0,2,0.069
4.0,10,0.7668
5.0,2,0.9508
5.0,12,0.977
5.0,10,0.994
3.0,2,-0.6557
5.0,1,0.8264
3.0,18,0.9302
5.0,5,0.9438
5.0,0,0.8016
1.0,5,-0.368
5.0,2,0.7226
2.0,15,0.9678
5.0,5,0.9871
3.0,41,0.9466
1.0,9,-0.3407
1.0,0,0.4389
2.0,1,0.6774
2.0,4,0.4404
1.0,9,-0.8312
3.0,13,0.9307
5.0,4,0.9855
5.0,12,0.9873
4.0,21,0.9983
5.0,15,0.9937
4.0,3,0.9674
1.0,3,-0.8173
5.0,3,0.9311
5.0,12,0.9132
5.0,10,0.9858
4.0,2,0.4404
4.0,87,0.9982
1.0,18,-0.9772
5.0,4,0.9409
5.0,5,0.9877
5.0,2,0.9565
3.0,5,0.31
3.0,2,-0.5571
1.0,4,-0.6124
2.0,9,-0.9627
4.0,0,0.9246
5.0,1,0.9557
3.0,24,0.6866
5.0,7,0.9874
5.0,7,0.9904
4.0,17,0.9801
1.0,6,0.7088
5.0,15,0.9949
